chatId,authorName,avatar,content,attachments,date,referenceMessage,referenceMessageDate,referenceMessageAuthor
1411353221540216873,william_pietri_95978,https://cdn.discordapp.com/avatars/1408520772284190831/8884ff26b7b9dd6ea78efa1b7800d838.png,Also got more bands. Maybe these should be on a board?,https://media.discordapp.net/attachments/1408180474853064798/1411353221196288050/PXL_20250830_140414890.jpg?ex=6933915d&is=69323fdd&hm=0eed75129379ced358f58d1a4d9aaa2dfb1966ed8d91ab09fd731358e0d05a17&,2025/08/30 09:13,,,
1411421223577194608,mosspassion,https://cdn.discordapp.com/avatars/205782413790543872/9c5751b2a22928897de1bbb6b9d4cc4c.png,Heyo @reba and I are headed y’all’s way,,2025/08/30 13:44,,,
1411424708540235817,mosspassion,https://cdn.discordapp.com/avatars/205782413790543872/9c5751b2a22928897de1bbb6b9d4cc4c.png,How do we get in,,2025/08/30 13:57,,,
1411444460599906468,.ignatzmouse,https://cdn.discordapp.com/avatars/596809495536074752/6f16cdfea048ba194897179323092e53.png,@William Pietri did you ever get a level?,,2025/08/30 15:16,,,
1411444605282680922,william_pietri_95978,https://cdn.discordapp.com/avatars/1408520772284190831/8884ff26b7b9dd6ea78efa1b7800d838.png,Should be on the board in the left back,,2025/08/30 15:16,,,
1411445116337520640,william_pietri_95978,https://cdn.discordapp.com/avatars/1408520772284190831/8884ff26b7b9dd6ea78efa1b7800d838.png,Last seen here,https://media.discordapp.net/attachments/1408180474853064798/1411445115943125102/share_5722617819516635085.png?ex=69333e33&is=6931ecb3&hm=506f01b414887cb236d4aea185c59aca80dbc69661521c27e624b6b043fecf54&,2025/08/30 15:18,,,
1411445210004590783,william_pietri_95978,https://cdn.discordapp.com/avatars/1408520772284190831/8884ff26b7b9dd6ea78efa1b7800d838.png,"Oops, @Ignatz Mouse",,2025/08/30 15:19,,,
1411445210805829722,.ignatzmouse,https://cdn.discordapp.com/avatars/596809495536074752/6f16cdfea048ba194897179323092e53.png,I found it,,2025/08/30 15:19,,,
1411455852388290742,.ignatzmouse,https://cdn.discordapp.com/avatars/596809495536074752/6f16cdfea048ba194897179323092e53.png,"We need some more of these 

Molex terminal 

08-52-0113
Headers & Wire Housings

The run dozens for about $5",,2025/08/30 16:01,,,
1411455954356273224,.ignatzmouse,https://cdn.discordapp.com/avatars/596809495536074752/6f16cdfea048ba194897179323092e53.png,"Unless you have some, I didn't see any in the electronics box",,2025/08/30 16:02,,,
1411463380828684308,william_pietri_95978,https://cdn.discordapp.com/avatars/1408520772284190831/8884ff26b7b9dd6ea78efa1b7800d838.png,There's a bunch of Molex stuff on the table underneath the electronics pegboard,,2025/08/30 16:31,"Unless you have some, I didn't see any in the electronics box",2025-08-30T21:02:03.102000+00:00,.ignatzmouse
1411465255296565363,.ignatzmouse,https://cdn.discordapp.com/avatars/596809495536074752/6f16cdfea048ba194897179323092e53.png,"Great, found them",,2025/08/30 16:39,,,
1411465340868886671,.ignatzmouse,https://cdn.discordapp.com/avatars/596809495536074752/6f16cdfea048ba194897179323092e53.png,We need more people to have the log app,,2025/08/30 16:39,,,
1411465505356775447,william_pietri_95978,https://cdn.discordapp.com/avatars/1408520772284190831/8884ff26b7b9dd6ea78efa1b7800d838.png,For sure! Happy to give it to anybody. And I'll figure it how to share that power.,,2025/08/30 16:40,,,
1411466207965478985,brianboonstra,https://cdn.discordapp.com/avatars/817456657868783666/bd0ad7c29d51e0747740621a0e527df6.png,We also need a workshop wire stripper. Today we used the one from the travel bag,,2025/08/30 16:42,,,
1411466520193667113,mosspassion,https://cdn.discordapp.com/avatars/205782413790543872/9c5751b2a22928897de1bbb6b9d4cc4c.png,,"https://media.discordapp.net/attachments/1408180474853064798/1411466518444773376/IMG_9166.jpg?ex=69335221&is=693200a1&hm=1bda245f9b10fdb0640b18e318f47d197ef8ad04ba576991c48cc3ad4d2bed38&
https://media.discordapp.net/attachments/1408180474853064798/1411466518968930455/IMG_9169.jpg?ex=69335221&is=693200a1&hm=0637578fac72f3612fd92406c32583110618c505d575e494e7bbbb8315028cbe&
https://media.discordapp.net/attachments/1408180474853064798/1411466519560454244/IMG_9170.jpg?ex=69335222&is=693200a2&hm=d9cc5fa362e77f38aac9743d4907901e231279f15dbea89039735008a9ec4445&
https://media.discordapp.net/attachments/1408180474853064798/1411466519916974211/IMG_9167.mov?ex=69335222&is=693200a2&hm=36b87d9c4ab07f3f7edb80f0ddc8280e2cb80ccefffedcc7df247df644e2a577&",2025/08/30 16:44,,,
1411466590708564182,mosspassion,https://cdn.discordapp.com/avatars/205782413790543872/9c5751b2a22928897de1bbb6b9d4cc4c.png,The eight ball scores is to show that the displays are working well,,2025/08/30 16:44,,,
1411466677207568565,brianboonstra,https://cdn.discordapp.com/avatars/817456657868783666/bd0ad7c29d51e0747740621a0e527df6.png,,"https://media.discordapp.net/attachments/1408180474853064798/1411466674661756978/IMG_1299.jpg?ex=69335247&is=693200c7&hm=e8d5e6a29e2c487a04dced535df1b400453f4e5f3908293dcc093e22af8f0e44&
https://media.discordapp.net/attachments/1408180474853064798/1411466675169001542/IMG_1298.jpg?ex=69335247&is=693200c7&hm=a6d0ec00a34ec9b9a03bfbdc28901fa958589cec2bb4a8046c0d024e151c37f1&
https://media.discordapp.net/attachments/1408180474853064798/1411466675781505234/IMG_1297.jpg?ex=69335247&is=693200c7&hm=2032cf75900d6a751a637ccfada78556f1d45f11d9afcb1e8231ffb2b84d4730&
https://media.discordapp.net/attachments/1408180474853064798/1411466676397936710/IMG_1295.jpg?ex=69335247&is=693200c7&hm=acd61552dc90dd146338a6742c2a27de62318028d7291084088d229b4ddede5d&
https://media.discordapp.net/attachments/1408180474853064798/1411466676930609273/IMG_1294.jpg?ex=69335247&is=693200c7&hm=5384c01ff9fb9a8aa1ac7416428a7ee9592f44fdae3d210662f3d4583911084c&",2025/08/30 16:44,,,
1411466726062948382,brianboonstra,https://cdn.discordapp.com/avatars/817456657868783666/bd0ad7c29d51e0747740621a0e527df6.png,Star Trek wiring,,2025/08/30 16:44,,,
1411466930568691912,mosspassion,https://cdn.discordapp.com/avatars/205782413790543872/9c5751b2a22928897de1bbb6b9d4cc4c.png,I leveled and adjusted the pitch (faster 😈) on eight ball deluxe as well,,2025/08/30 16:45,,,
1411467109061365841,mosspassion,https://cdn.discordapp.com/avatars/205782413790543872/9c5751b2a22928897de1bbb6b9d4cc4c.png,"@reba cleaned the playfields:
addams
eight ball
Hulk
Getaway",,2025/08/30 16:46,,,
1411702402758738121,william_pietri_95978,https://cdn.discordapp.com/avatars/1408520772284190831/8884ff26b7b9dd6ea78efa1b7800d838.png,"Oh wow, excellent! Thanks so much. I really appreciate it, and am sorry to have missed your debut!",,2025/08/31 08:21,,,
1411703589914804310,william_pietri_95978,https://cdn.discordapp.com/avatars/1408520772284190831/8884ff26b7b9dd6ea78efa1b7800d838.png,I'll order some wire strippers. Anybody else have anything that I should order?,,2025/08/31 08:26,,,
1411703706717524039,william_pietri_95978,https://cdn.discordapp.com/avatars/1408520772284190831/8884ff26b7b9dd6ea78efa1b7800d838.png,"Oh, and if anybody is looking for tool reviews, my favorite is Project Farm. They don't mess around: https://www.youtube.com/watch?v=98DUiirnkIk",,2025/08/31 08:26,,,
1413002224157724772,william_pietri_95978,https://cdn.discordapp.com/avatars/1408520772284190831/8884ff26b7b9dd6ea78efa1b7800d838.png,"As I mentioned elsewhere, Star Trip is sad due to a melted flipper coil. That part is on order. But we should figure out why it melted. The machine isn't booting up, and maybe that's because the coil is shorted and causing a problem. But maybe there's an electronics issue that caused the coil to stick on and burn out.",,2025/09/03 22:26,,,
1413002715440615526,william_pietri_95978,https://cdn.discordapp.com/avatars/1408520772284190831/8884ff26b7b9dd6ea78efa1b7800d838.png,"Also, Addams Family got weird while @Caleb was playing it. Now it has bars on the DMD and the sound is distorted and extra-spooky. Caleb, this'd be a great one for you to tackle on Saturday.",https://media.discordapp.net/attachments/1408180474853064798/1413002715210191011/2025-09-03_21.28.59.jpg?ex=6933a2d3&is=69325153&hm=59e2a64c4c066c0084a9c52b9fa21769e8031aaf20e2ed02794d19a07ce408b7&,2025/09/03 22:28,,,
1413279946796961792,william_pietri_95978,https://cdn.discordapp.com/avatars/1408520772284190831/8884ff26b7b9dd6ea78efa1b7800d838.png,"I've been reading a big more about melted coil sleeves, and found a couple big charts of expected resistance values for coils that I'll want to refer to when we work on Star Trip: [Flippers.com](https://www.flippers.com/coil-resistance.html) and [Pinball Medic](https://www.pinballmedic.net/coilchart.html) (expired certificate).",,2025/09/04 16:49,,,
1413895725074481173,william_pietri_95978,https://cdn.discordapp.com/avatars/1408520772284190831/8884ff26b7b9dd6ea78efa1b7800d838.png,Ken and I are working away. When I took the trash down I noticed a glass topped desk and a metal table/desk thing. We can grab those for the workshop if we want.,"https://media.discordapp.net/attachments/1408180474853064798/1413895724386615397/PXL_20250906_143441437.jpg?ex=693396c1&is=69324541&hm=3fea3a6459d9e66f139373c3f7b49911fe0c1947fd1a200249cecc7b6407217e&
https://media.discordapp.net/attachments/1408180474853064798/1413895724877221988/PXL_20250906_143448267.jpg?ex=693396c1&is=69324541&hm=f1d6c10f1142ac4739c05577995928f572d2f69134472de65ca9fae88730660c&",2025/09/06 09:36,,,
1413905277215969331,junkybrassmonkey,https://cdn.discordapp.com/avatars/476509698904817676/28d8c23f08392952e12ccee4e4041684.png,Walking over now. Be there shortly,,2025/09/06 10:14,,,
1413905890389524510,william_pietri_95978,https://cdn.discordapp.com/avatars/1408520772284190831/8884ff26b7b9dd6ea78efa1b7800d838.png,"New workshop additions: wire strippers, headlamp, and lithium batteries (which won't leak, and should go in pinball machines).","https://media.discordapp.net/attachments/1408180474853064798/1413905889106067536/PXL_20250906_151521557.jpg?ex=6933a039&is=69324eb9&hm=58218fae14683dd45f7bb9ffcb31d805a3cbbffa1f804542d34a82cb481baa10&
https://media.discordapp.net/attachments/1408180474853064798/1413905889710178504/PXL_20250906_151540226.jpg?ex=6933a039&is=69324eb9&hm=1445bbe3b9a885bbb449be9ed0ab4f06d76328ad264e02708c78b930cb491519&
https://media.discordapp.net/attachments/1408180474853064798/1413905890171682826/PXL_20250906_151544382.jpg?ex=6933a039&is=69324eb9&hm=23231b7573b01df98c892eb44694d400223cd1e8ec649283eaab98a56eabbbc2&",2025/09/06 10:17,,,
1413944624493498378,william_pietri_95978,https://cdn.discordapp.com/avatars/1408520772284190831/8884ff26b7b9dd6ea78efa1b7800d838.png,Out to lunch at Pleasant House,,2025/09/06 12:51,,,
1413998468422307932,william_pietri_95978,https://cdn.discordapp.com/avatars/1408520772284190831/8884ff26b7b9dd6ea78efa1b7800d838.png,Does @Ignatz Mouse or @Diana have photos of the connectors on the Star Trek rectifier board before the replacement?,,2025/09/06 16:25,,,
1414001304128192654,william_pietri_95978,https://cdn.discordapp.com/avatars/1408520772284190831/8884ff26b7b9dd6ea78efa1b7800d838.png,And how did you get the old pins out?,,2025/09/06 16:36,,,
1414002172928200856,.ignatzmouse,https://cdn.discordapp.com/avatars/596809495536074752/6f16cdfea048ba194897179323092e53.png,That's the wires,,2025/09/06 16:39,,,
1414002232944365721,.ignatzmouse,https://cdn.discordapp.com/avatars/596809495536074752/6f16cdfea048ba194897179323092e53.png,I think Brian has the before pics of the connectors,,2025/09/06 16:40,,,
1414002402826391693,.ignatzmouse,https://cdn.discordapp.com/avatars/596809495536074752/6f16cdfea048ba194897179323092e53.png,,"https://media.discordapp.net/attachments/1408180474853064798/1414002399626137601/PXL_20250906_142824725.jpg?ex=6933515a&is=6931ffda&hm=27cfb8f296c33ac5383032c9717c4f5282b8aae818570e1df37384ca4b866ba0&
https://media.discordapp.net/attachments/1408180474853064798/1414002400108220578/PXL_20250906_142828492.jpg?ex=6933515b&is=6931ffdb&hm=d204308844fd11eb4ab80f9642a1fb6783ed752208cf92610a92f3097934ce7b&
https://media.discordapp.net/attachments/1408180474853064798/1414002400720584843/PXL_20250906_142831126.jpg?ex=6933515b&is=6931ffdb&hm=8873600e97341f1bc29b0f0a0c0d5d2e6a47ca283f9da9bb1a5018699b3d9586&
https://media.discordapp.net/attachments/1408180474853064798/1414002401161252935/PXL_20250906_142859766.jpg?ex=6933515b&is=6931ffdb&hm=d59c851bc4b7b971ca17e63ee008e6e0e6feb9ecadbfbf43167d3264697cbd36&
https://media.discordapp.net/attachments/1408180474853064798/1414002401593004163/PXL_20250906_142914280.jpg?ex=6933515b&is=6931ffdb&hm=5872d9187b83cae7f9ee15b115f3f1b7c4e8b758c7b523b20b5bc8a4523ccdfc&
https://media.discordapp.net/attachments/1408180474853064798/1414002402058702859/PXL_20250906_142916217.MP.jpg?ex=6933515b&is=6931ffdb&hm=da409257b3775a0aa8fd13414e8a0b456f6a225825251f2400448be47c7db567&
https://media.discordapp.net/attachments/1408180474853064798/1414002402587312148/PXL_20250906_142922987.MP.jpg?ex=6933515b&is=6931ffdb&hm=0800f9716bddd168d6a865bc5827cea1709c09bfc4396f755beb239593989d4d&",2025/09/06 16:40,,,
1414002491594637472,.ignatzmouse,https://cdn.discordapp.com/avatars/596809495536074752/6f16cdfea048ba194897179323092e53.png,,"https://media.discordapp.net/attachments/1408180474853064798/1414002490935869500/PXL_20250830_200044143.jpg?ex=69335170&is=6931fff0&hm=5b68878ab37d3e57e8d95fa6993a18cb23792b4da1eb17fe1ed302cc9666e807&
https://media.discordapp.net/attachments/1408180474853064798/1414002491384795317/PXL_20250830_155655194.jpg?ex=69335170&is=6931fff0&hm=62811039fcdf512a06b12dbcc20f2d90610fcf18eadf4cc9bbb45ed794542ac8&",2025/09/06 16:41,,,
1414002734142853141,.ignatzmouse,https://cdn.discordapp.com/avatars/596809495536074752/6f16cdfea048ba194897179323092e53.png,What do you mean old pins out?  You mean the wires into the molex plugs?,,2025/09/06 16:42,,,
1414004470710407172,william_pietri_95978,https://cdn.discordapp.com/avatars/1408520772284190831/8884ff26b7b9dd6ea78efa1b7800d838.png,Yes,,2025/09/06 16:48,What do you mean old pins out?  You mean the wires into the molex plugs?,2025-09-06T21:42:02.720000+00:00,.ignatzmouse
1414005645816107088,junkybrassmonkey,https://cdn.discordapp.com/avatars/476509698904817676/28d8c23f08392952e12ccee4e4041684.png,"Hey there! We discovered some of the wires in this connector were in different spots than they should be. It was blowing a fuse since some pins carrying voltage were instead going to ground. The next step will be moving the 3 wires marked with tape 1 position over to their correct spots, and ensuring their destinations don't have anything blown. This forum post has writing and a picture for the correct sequence",https://media.discordapp.net/attachments/1408180474853064798/1414005645379637298/PXL_20250906_213805515.jpg?ex=69335460&is=693202e0&hm=bad5ecaf6551a9cac00e43f9fab210524d5ed467ae6e9d9c4c7e4b8f5d982dc4&,2025/09/06 16:53,,,
1414005677914849403,junkybrassmonkey,https://cdn.discordapp.com/avatars/476509698904817676/28d8c23f08392952e12ccee4e4041684.png,https://pinside.com/pinball/forum/topic/bally-strikes-and-spares-and-star-trek-j3-power-supply-connector,,2025/09/06 16:53,,,
1414007014031491102,.ignatzmouse,https://cdn.discordapp.com/avatars/596809495536074752/6f16cdfea048ba194897179323092e53.png,Was it blowing fuse 1 or different fuses?,,2025/09/06 16:59,,,
1414009929215381614,junkybrassmonkey,https://cdn.discordapp.com/avatars/476509698904817676/28d8c23f08392952e12ccee4e4041684.png,Fuse 4 if I remember correctly. The 5A one. Different than the one on the original board that was blown,,2025/09/06 17:10,,,
1414010039454138419,junkybrassmonkey,https://cdn.discordapp.com/avatars/476509698904817676/28d8c23f08392952e12ccee4e4041684.png,"Good note, this was with the new board after replacing it and rewiring the transformer to it",,2025/09/06 17:11,,,
1414023435113336963,.ignatzmouse,https://cdn.discordapp.com/avatars/596809495536074752/6f16cdfea048ba194897179323092e53.png,I think this is probably my mistake; I worked on that connector. Was it two wires transposed or something else?,,2025/09/06 18:04,,,
1414028926812029030,william_pietri_95978,https://cdn.discordapp.com/avatars/1408520772284190831/8884ff26b7b9dd6ea78efa1b7800d838.png,The three wires labeled were all off by one.,,2025/09/06 18:26,,,
1414028955048087633,junkybrassmonkey,https://cdn.discordapp.com/avatars/476509698904817676/28d8c23f08392952e12ccee4e4041684.png,,https://media.discordapp.net/attachments/1408180474853064798/1414028955140358214/image0.png?ex=69336a16&is=69321896&hm=d3e17e205095f6c4ba5aaefeda8b2427e3032153c363f9f6565a53f0b232255a&,2025/09/06 18:26,,,
1414028974106869873,junkybrassmonkey,https://cdn.discordapp.com/avatars/476509698904817676/28d8c23f08392952e12ccee4e4041684.png,,https://media.discordapp.net/attachments/1408180474853064798/1414028973587038400/pinside_forum_7126200_25e86d29192b.jpg?ex=69336a1a&is=6932189a&hm=94d93966a848185dd6ebc25f51b6f89b880537028f0bf38be7c75abe33d038c8&,2025/09/06 18:26,,,
1414029890080211004,junkybrassmonkey,https://cdn.discordapp.com/avatars/476509698904817676/28d8c23f08392952e12ccee4e4041684.png,"This is per the forum post, which we'll double check with our manual before doing the transfer. 

Basically pin 13 should be empty, but our connector has pin 10 empty. So then what should have been 10-12 are located at 11-13 on ours. All The colors are the right order though",,2025/09/06 18:29,,,
1414044183576182804,.ignatzmouse,https://cdn.discordapp.com/avatars/596809495536074752/6f16cdfea048ba194897179323092e53.png,"That was the broken one, which probably led to some confusion",,2025/09/06 19:26,,,
1414253138084364430,william_pietri_95978,https://cdn.discordapp.com/avatars/1408520772284190831/8884ff26b7b9dd6ea78efa1b7800d838.png,"Just wanted to thank Caleb for coming by yesterday. We've already learned a number of things from him on electronics repair, and I can tell we have tons more to learn!",,2025/09/07 09:17,,,
1415028637098446889,william_pietri_95978,https://cdn.discordapp.com/avatars/1408520772284190831/8884ff26b7b9dd6ea78efa1b7800d838.png,"Two new arrivals for the workshop: canvas drop cloths and soft trays. The drop cloths are for covering up unrelated stuff when something might drop, like a screw or a blob of solder. The soft trays are for putting on the playfield so you aren't putting tools, etc, on the playfield surface. They're both currently on the right-hand shelf, but could probably use a location closer to the tools pegboard.","https://media.discordapp.net/attachments/1408180474853064798/1415028636284616707/PXL_20250909_173427784.jpg?ex=6933c15c&is=69326fdc&hm=b6131a0ffa6d5672e0753f3da1d5b76bf3ddfea9b755c837ce72919d2e20d356&
https://media.discordapp.net/attachments/1408180474853064798/1415028637001973890/PXL_20250909_173422505.jpg?ex=6933c15d&is=69326fdd&hm=ab1eecd82beee9c3df843d8d8b0482a7c2110e0f0bccd64d15f1e83eecdb9b5c&",2025/09/09 12:38,,,
1416426157879984230,junkybrassmonkey,https://cdn.discordapp.com/avatars/476509698904817676/28d8c23f08392952e12ccee4e4041684.png,"Should be there in under 30 min, see everyone then",,2025/09/13 09:11,,,
1416426351195324416,william_pietri_95978,https://cdn.discordapp.com/avatars/1408520772284190831/8884ff26b7b9dd6ea78efa1b7800d838.png,Fab! I'm here.,,2025/09/13 09:12,,,
1416466462058741973,dianskaaa8203,https://cdn.discordapp.com/avatars/693852208911089684/7a95455ce806647d2059a4f0d8645a65.png,I should be there by around 12:30,,2025/09/13 11:52,,,
1416466520669949952,dianskaaa8203,https://cdn.discordapp.com/avatars/693852208911089684/7a95455ce806647d2059a4f0d8645a65.png,"I couldn’t swing the morning, sorry yall!",,2025/09/13 11:52,,,
1416532839834325104,junkybrassmonkey,https://cdn.discordapp.com/avatars/476509698904817676/28d8c23f08392952e12ccee4e4041684.png,,https://media.discordapp.net/attachments/1408180474853064798/1416532838916030596/PXL_20250913_200755528.jpg?ex=69334b82&is=6931fa02&hm=93bbee8a4293cedb9afec7b6307f9606a2c7199b8b8ae195bdd3a45f6aa059c5&,2025/09/13 16:15,,,
1416533683975880865,junkybrassmonkey,https://cdn.discordapp.com/avatars/476509698904817676/28d8c23f08392952e12ccee4e4041684.png,,https://media.discordapp.net/attachments/1408180474853064798/1416533683774558319/Screenshot_20250913-1617592.png?ex=69334c4c&is=6931facc&hm=fb259863dda10b33580e279f9eeb749b0f48db53db888b164533cd1b84f4de30&,2025/09/13 16:19,,,
1416534907613872169,junkybrassmonkey,https://cdn.discordapp.com/avatars/476509698904817676/28d8c23f08392952e12ccee4e4041684.png,"So it turns out this capacitor was the one that was giving us the runaround. Despite measuring fine it must have been leaking some current through, causing the upper rollover to read as always closed. Now, after clipping it off, all the switches and stuff register okay, but we need to add those caps back to all the original locations to ensure the full functionality (they weren't always registering in-game). Some other minor stuff will be adjusting the switches themselves, the plunger lane one for instance works but only if you push it below the playfield 

(photo taken post clipping)",,2025/09/13 16:23,,,
1416558895941554258,william_pietri_95978,https://cdn.discordapp.com/avatars/1408520772284190831/8884ff26b7b9dd6ea78efa1b7800d838.png,"Great detective work on all that, Caleb! We'd have been weeks figuring that out.",,2025/09/13 17:59,,,
1416883512979488869,william_pietri_95978,https://cdn.discordapp.com/avatars/1408520772284190831/8884ff26b7b9dd6ea78efa1b7800d838.png,"I am in touch with somebody who has a circuit diagram for Carom, our 1936 machine, and he's willing to send it to us.",,2025/09/14 15:29,,,
1416900526276087900,william_pietri_95978,https://cdn.discordapp.com/avatars/1408520772284190831/8884ff26b7b9dd6ea78efa1b7800d838.png,"Hey, @Caleb, before I totally forget about it I wanted to order better stuff for board work.

Right now we have a few things on the wall, like the multimeter and logic probe. The stuff that's in the black bag is my travel kit, and I'd love to get equivalent or better stuff for the wall or a workbench. That would include:
* a soldering station (e.g., the [Hakko F888DX](https://hakkousa.com/products/soldering/soldering-stations/fx-888dx.html))
* solder (I think we got as far as Kester 0.8 mm Solder with lead)
* solder sucker ([SOLDAPULLT](https://www.amazon.com/EDSYN-The-Original-Deluxe-SOLDAPULLT/dp/B006GOKVKI) is the one I have in my cart)
* flux (Marco offers [this](https://www.marcospecialties.com/pinball-parts/77-FLX), but happy to order anything you like)

We already have what I think is a decent heatproof mat and  extra-hands setup. 

Anything else I should order soon? Say, stuff we'll be using in the next month, or stuff that's in a ""duh, just get it"" category for you?",,2025/09/14 16:36,,,
1416900819936088094,william_pietri_95978,https://cdn.discordapp.com/avatars/1408520772284190831/8884ff26b7b9dd6ea78efa1b7800d838.png,"I ordered a workbench-height narrow table to put next to the middle machine station, so that the workbench can go back to being a workbench. Hopefully that'll reduce chaos.",,2025/09/14 16:38,,,
1416904612002140230,junkybrassmonkey,https://cdn.discordapp.com/avatars/476509698904817676/28d8c23f08392952e12ccee4e4041684.png,"Awesome. Yeah I'll let you know about the kester solder tomorrow.
I did some looking into it yesterday and that station seems like the one to get (they discontinued mine and the DX is its successor).
I think we already have a similar flux marker with the current soldering stuff, I like something similar to this but it all probably works fine. https://a.co/d/4ltnya6

Do we have isopropyl alcohol for misc cleaning already? If not, probably some of that. 91% should be fine",,2025/09/14 16:53,,,
1416905411612643358,junkybrassmonkey,https://cdn.discordapp.com/avatars/476509698904817676/28d8c23f08392952e12ccee4e4041684.png,Also we should make a small fume extractor for soldering. I have plenty of PC fans lying around and maybe if someone wants to 3d print a case for it 👀 we can just put a filter on it,,2025/09/14 16:56,,,
1416905908780531785,junkybrassmonkey,https://cdn.discordapp.com/avatars/476509698904817676/28d8c23f08392952e12ccee4e4041684.png,"Still looking into DC power supplies and oscilloscopes.

I'm also just trying to remember, do you have heat shrink tubing?",,2025/09/14 16:58,,,
1416925733040689194,william_pietri_95978,https://cdn.discordapp.com/avatars/1408520772284190831/8884ff26b7b9dd6ea78efa1b7800d838.png,"We do have 91% alcohol. And I'll get another flux pen, because I want the workshop be able to work if the travel tool bag is elsewhere. As for the fume extractor, would [this one](https://hakkousa.com/products/fume-extraction/fa-400-smoke-absorber.html) do?

Happy to get the power supply and scope, but we'll definitely need lessons on the scope. FWIW, I read good things about the Siglent and Rigol scopes last I looked. What sort of frequency and channels do you think we'd need? My theory was that we could go with one of the lowest-bandwidth scopes in that most of the stuff we'll be working on is old tech, but I'm pretty ignorant here.

I think we have heat shrink tubing, but I can't swear to it. I'll look next I'm in.",,2025/09/14 18:16,,,
1416984507105411185,william_pietri_95978,https://cdn.discordapp.com/avatars/1408520772284190831/8884ff26b7b9dd6ea78efa1b7800d838.png,"I have ordered some things. I have a race Saturday, so I'll just pile the electronics stuff up for you to wrangle, Caleb. The first right-hand pegboard is for electronic stuff, and I also ordered a plastic case in hopes that the loose soldering/eletronics stuff would fit in it.",,2025/09/14 22:10,,,
